index,id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,reached_on_time,weight_category
7743,7744,B,Ship,4,5,221,5,low,F,5,1608,1,Medium Weight
7744,7745,C,Ship,5,3,243,5,low,F,9,1312,1,Below Medium
7745,7746,F,Ship,6,4,264,4,low,M,1,1711,1,Medium Weight
7746,7747,D,Ship,4,3,228,5,low,F,9,1044,0,Below Medium
7747,7748,F,Ship,5,1,262,5,low,F,5,1916,1,Medium Weight
7748,7749,A,Ship,4,2,270,5,medium,M,9,1167,0,Below Medium
7749,7750,B,Ship,3,1,131,4,low,M,1,1628,0,Medium Weight
7750,7751,C,Ship,7,1,257,4,low,M,1,1405,1,Below Medium
7751,7752,F,Ship,4,1,245,5,medium,M,1,1472,0,Below Medium
7752,7753,D,Ship,5,5,272,5,medium,F,5,1868,1,Medium Weight
7753,7754,F,Ship,6,1,284,4,low,F,7,1153,0,Below Medium
7754,7755,A,Ship,7,5,285,4,low,M,6,1591,1,Medium Weight
7755,7756,B,Ship,6,3,250,4,low,M,9,1618,0,Medium Weight
7756,7757,C,Ship,7,3,272,4,medium,M,7,1067,1,Below Medium
7757,7758,F,Ship,4,3,254,5,low,F,3,1248,0,Below Medium
7758,7759,D,Ship,5,4,217,5,low,F,5,1360,1,Below Medium
7759,7760,F,Ship,7,5,253,4,low,M,10,1166,1,Below Medium
7760,7761,A,Ship,5,1,276,5,low,F,6,1793,0,Medium Weight
7761,7762,B,Ship,4,1,241,5,low,F,4,1145,0,Below Medium
7762,7763,C,Ship,6,2,259,5,medium,M,1,1357,0,Below Medium
7763,7764,F,Ship,6,4,272,4,medium,F,10,1171,1,Below Medium
7764,7765,D,Ship,6,1,280,4,medium,M,6,1735,1,Medium Weight
7765,7766,F,Ship,5,3,257,5,low,M,7,1090,0,Below Medium
7766,7767,A,Ship,6,3,282,4,low,M,9,1417,1,Below Medium
7767,7768,B,Ship,6,4,268,4,medium,M,9,1354,1,Below Medium
7768,7769,C,Ship,5,3,238,5,high,M,10,1841,1,Medium Weight
7769,7770,F,Ship,7,4,310,4,low,M,6,1003,1,Below Medium
7770,7771,D,Ship,4,1,187,2,low,M,5,5691,0,High Weight
7771,7772,F,Ship,3,3,167,4,medium,M,1,5301,0,High Weight
7772,7773,A,Ship,4,3,197,4,medium,M,9,4429,0,Intermediate Weight
7773,7774,B,Ship,6,1,214,2,low,M,5,4708,0,High Weight
7774,7775,C,Ship,4,2,174,2,low,F,8,4295,0,Intermediate Weight
7775,7776,F,Ship,4,5,239,3,medium,M,1,5482,1,High Weight
7776,7777,D,Ship,5,1,249,3,low,F,8,5940,0,High Weight
7777,7778,F,Ship,5,3,141,3,low,M,2,4124,1,Intermediate Weight
7778,7779,A,Ship,5,2,179,3,medium,M,5,4325,1,Intermediate Weight
7779,7780,B,Ship,3,1,253,3,high,M,8,5030,1,High Weight
7780,7781,C,Ship,2,3,219,4,low,F,9,4086,0,Intermediate Weight
7781,7782,F,Ship,4,1,249,6,medium,M,2,5720,1,High Weight
7782,7783,D,Road,3,3,196,3,low,M,9,4431,0,Intermediate Weight
7783,7784,F,Road,6,5,244,3,low,M,9,5634,0,High Weight
7784,7785,A,Road,4,2,144,3,low,M,2,4264,0,Intermediate Weight
7785,7786,B,Road,4,3,240,3,medium,M,6,4964,0,High Weight
7786,7787,C,Road,5,4,222,3,low,M,1,4834,1,High Weight
7787,7788,F,Road,4,4,246,3,medium,M,5,5029,1,High Weight
7788,7789,D,Road,6,1,188,5,low,M,4,4887,0,High Weight
7789,7790,F,Road,3,3,153,3,low,F,3,4829,0,High Weight
7790,7791,A,Road,3,1,151,2,low,F,7,4437,0,Intermediate Weight
7791,7792,B,Road,4,1,237,3,medium,F,8,5668,1,High Weight
7792,7793,C,Road,3,1,194,3,medium,F,4,5383,1,High Weight
7793,7794,F,Road,3,5,241,3,low,F,5,4861,1,High Weight
7794,7795,D,Road,4,2,209,2,medium,M,3,5607,0,High Weight
7795,7796,F,Road,3,1,160,2,low,F,10,5642,1,High Weight
7796,7797,A,Road,4,4,251,2,low,M,2,4800,0,High Weight
7797,7798,B,Road,5,3,193,4,medium,F,3,5026,0,High Weight
7798,7799,C,Road,4,4,169,3,medium,M,5,5743,0,High Weight
7799,7800,F,Road,3,5,234,2,medium,F,1,4455,1,Intermediate Weight
7800,7801,D,Road,4,5,192,2,high,F,4,4518,0,High Weight
7801,7802,F,Road,2,5,160,4,low,F,7,5754,0,High Weight
7802,7803,A,Road,5,3,201,2,low,F,1,4548,1,High Weight
7803,7804,B,Road,4,1,260,3,low,M,9,4239,0,Intermediate Weight
7804,7805,C,Flight,3,3,244,4,medium,M,10,5181,0,High Weight
7805,7806,F,Flight,3,2,219,6,low,F,9,5263,1,High Weight
7806,7807,D,Flight,4,2,219,4,high,F,2,4422,1,Intermediate Weight
7807,7808,F,Flight,3,5,175,3,high,F,6,5150,0,High Weight
7808,7809,A,Flight,4,2,196,3,medium,F,2,4474,0,Intermediate Weight
7809,7810,B,Flight,3,5,230,3,high,M,4,5189,1,High Weight
7810,7811,C,Flight,4,3,262,4,high,F,2,4783,1,High Weight
7811,7812,F,Flight,5,4,228,4,high,F,7,5913,0,High Weight
7812,7813,D,Flight,3,2,138,2,medium,M,8,5714,0,High Weight
7813,7814,F,Flight,4,1,240,3,low,F,4,4787,0,High Weight
7814,7815,A,Flight,3,1,104,4,low,F,9,5211,1,High Weight
7815,7816,B,Flight,3,2,261,2,medium,M,10,4035,0,Intermediate Weight
7816,7817,C,Flight,4,3,181,3,low,M,4,4399,1,Intermediate Weight
7817,7818,F,Flight,5,2,152,3,medium,M,4,4699,1,High Weight
7818,7819,D,Flight,2,2,215,5,medium,M,3,5185,1,High Weight
7819,7820,F,Flight,5,4,266,6,medium,F,7,4486,0,Intermediate Weight
7820,7821,A,Flight,4,5,265,2,medium,F,9,5135,1,High Weight
7821,7822,B,Flight,5,5,142,4,medium,M,8,5372,0,High Weight
7822,7823,C,Flight,5,3,169,2,low,F,1,4500,1,High Weight
7823,7824,F,Flight,3,5,257,3,medium,M,4,5196,1,High Weight
7824,7825,D,Flight,3,2,142,3,low,M,9,4234,0,Intermediate Weight
7825,7826,F,Flight,2,4,233,4,medium,F,4,5408,0,High Weight
7826,7827,A,Ship,4,2,136,4,medium,M,9,5038,0,High Weight
7827,7828,B,Ship,2,2,173,3,low,F,10,4736,0,High Weight
7828,7829,C,Ship,3,4,221,3,low,M,10,4927,1,High Weight
7829,7830,F,Ship,5,3,204,3,low,M,10,5610,1,High Weight
7830,7831,D,Ship,4,5,149,2,low,M,2,5724,1,High Weight
7831,7832,F,Ship,2,1,166,3,medium,F,7,5990,1,High Weight
7832,7833,A,Ship,5,4,265,2,low,F,2,5164,1,High Weight
7833,7834,B,Ship,3,1,140,2,low,F,8,5253,1,High Weight
7834,7835,C,Ship,4,3,234,3,medium,F,9,4868,1,High Weight
7835,7836,F,Ship,3,5,139,2,low,F,6,5181,0,High Weight
7836,7837,D,Ship,3,4,232,2,low,F,8,5629,1,High Weight
7837,7838,F,Ship,3,5,187,4,medium,F,4,5640,0,High Weight
7838,7839,A,Ship,3,4,197,6,medium,M,3,4890,1,High Weight
7839,7840,B,Ship,3,4,273,2,medium,F,5,5223,0,High Weight
7840,7841,C,Ship,3,2,201,3,medium,M,7,4890,0,High Weight
7841,7842,F,Ship,2,2,201,3,high,M,2,4865,1,High Weight
7842,7843,D,Ship,4,3,227,3,medium,M,10,5782,1,High Weight
7843,7844,F,Ship,3,5,171,2,medium,M,1,4783,1,High Weight
7844,7845,A,Ship,3,5,192,2,low,F,7,5069,1,High Weight
7845,7846,B,Ship,3,1,226,3,high,M,2,4831,1,High Weight
7846,7847,C,Ship,3,4,252,2,medium,F,6,4040,1,Intermediate Weight
7847,7848,F,Ship,4,5,177,3,medium,F,7,4243,1,Intermediate Weight
7848,7849,D,Ship,3,5,211,3,medium,M,5,4058,1,Intermediate Weight
7849,7850,F,Ship,6,3,170,4,low,M,1,4912,0,High Weight
7850,7851,A,Ship,2,3,118,4,medium,M,7,5510,0,High Weight
7851,7852,B,Ship,4,4,146,3,low,M,3,5225,1,High Weight
7852,7853,C,Ship,3,5,150,3,high,M,6,4565,0,High Weight
7853,7854,F,Ship,5,5,243,3,medium,M,3,5700,1,High Weight
7854,7855,D,Ship,4,4,135,3,medium,M,6,4335,1,Intermediate Weight
7855,7856,F,Ship,4,5,209,3,low,F,6,5899,1,High Weight
7856,7857,A,Ship,4,5,217,3,medium,M,2,5461,1,High Weight
7857,7858,B,Ship,2,2,287,4,medium,M,10,5972,0,High Weight
7858,7859,C,Ship,2,3,239,6,medium,M,4,4022,0,Intermediate Weight
7859,7860,F,Ship,5,2,189,2,medium,M,2,4636,1,High Weight
7860,7861,D,Ship,4,2,139,3,medium,M,10,4648,0,High Weight
7861,7862,F,Ship,4,2,255,3,low,F,8,5865,0,High Weight
7862,7863,A,Ship,5,1,132,4,medium,F,4,5461,0,High Weight
7863,7864,B,Ship,4,1,136,3,medium,F,4,5060,1,High Weight
7864,7865,C,Ship,5,3,143,3,low,M,6,4761,1,High Weight
7865,7866,F,Ship,3,4,201,2,low,F,8,4394,0,Intermediate Weight
7866,7867,D,Ship,6,5,278,5,medium,F,2,4361,1,Intermediate Weight
7867,7868,F,Ship,4,3,213,3,medium,M,4,4367,0,Intermediate Weight
7868,7869,A,Ship,2,1,202,2,medium,F,5,4456,0,Intermediate Weight
7869,7870,B,Ship,4,5,240,2,medium,M,6,5045,1,High Weight
7870,7871,C,Ship,5,4,223,3,low,M,7,4671,1,High Weight
7871,7872,F,Ship,4,4,193,3,low,M,2,5975,1,High Weight
7872,7873,D,Ship,3,1,224,3,low,M,8,4908,0,High Weight
7873,7874,F,Ship,3,1,202,3,medium,F,7,5818,0,High Weight
7874,7875,A,Ship,4,5,236,4,medium,M,1,4082,0,Intermediate Weight
7875,7876,B,Ship,3,3,216,4,low,F,9,5107,1,High Weight
7876,7877,C,Ship,3,1,229,3,medium,M,7,5324,1,High Weight
7877,7878,F,Ship,4,5,275,3,medium,M,1,5394,1,High Weight
7878,7879,D,Ship,3,3,250,2,medium,F,8,5067,0,High Weight
7879,7880,F,Ship,4,3,196,3,low,M,10,4433,1,Intermediate Weight
7880,7881,A,Ship,2,2,220,3,low,M,1,5289,0,High Weight
7881,7882,B,Ship,4,4,152,3,low,M,8,4430,0,Intermediate Weight
7882,7883,C,Ship,3,2,186,2,low,M,7,5522,0,High Weight
7883,7884,F,Ship,3,1,189,3,low,F,3,5866,1,High Weight
7884,7885,D,Ship,3,1,222,3,low,M,1,5362,1,High Weight
7885,7886,F,Ship,4,1,139,3,low,F,7,5317,0,High Weight
7886,7887,A,Ship,5,1,169,4,low,M,6,4253,1,Intermediate Weight
7887,7888,B,Ship,4,3,137,3,medium,M,9,5016,0,High Weight
7888,7889,C,Ship,3,1,212,6,low,M,5,5339,0,High Weight
7889,7890,F,Ship,3,5,230,4,low,F,5,4450,1,Intermediate Weight
7890,7891,D,Ship,3,2,262,2,low,M,7,5141,1,High Weight
7891,7892,F,Ship,4,4,166,2,low,M,8,5192,0,High Weight
7892,7893,A,Ship,6,2,99,3,low,M,8,5872,0,High Weight
7893,7894,B,Ship,4,2,263,3,low,F,7,5395,1,High Weight
7894,7895,C,Ship,5,4,223,3,low,M,8,4310,1,Intermediate Weight
7895,7896,F,Ship,3,1,220,2,low,F,7,5653,0,High Weight
7896,7897,D,Ship,3,3,242,3,medium,F,8,5915,1,High Weight
7897,7898,F,Ship,3,4,163,3,high,F,6,5912,0,High Weight
7898,7899,A,Ship,3,4,273,2,medium,M,2,4219,1,Intermediate Weight
7899,7900,B,Ship,5,5,261,5,medium,M,9,5385,0,High Weight
7900,7901,C,Ship,5,1,179,2,low,M,8,5198,1,High Weight
7901,7902,F,Ship,5,2,182,3,low,F,10,4128,1,Intermediate Weight
7902,7903,D,Ship,3,4,202,2,medium,F,6,5030,0,High Weight
7903,7904,F,Ship,5,2,154,4,low,F,8,4820,0,High Weight
7904,7905,A,Ship,4,4,224,2,low,F,8,5754,1,High Weight
7905,7906,B,Ship,3,2,139,3,medium,M,4,5531,0,High Weight
7906,7907,C,Ship,3,5,256,2,medium,F,6,5375,0,High Weight
7907,7908,F,Ship,3,2,251,4,high,F,7,4038,0,Intermediate Weight
7908,7909,D,Ship,4,5,254,3,medium,F,10,4148,0,Intermediate Weight
7909,7910,F,Ship,5,1,181,3,low,F,6,5423,0,High Weight
7910,7911,A,Ship,4,4,254,3,low,M,7,5637,0,High Weight
7911,7912,B,Ship,3,3,239,3,medium,M,7,4942,0,High Weight
7912,7913,C,Ship,3,3,167,2,low,M,6,5101,0,High Weight
7913,7914,F,Ship,4,2,192,2,low,M,9,4140,0,Intermediate Weight
7914,7915,D,Ship,3,2,163,2,low,F,5,5021,0,High Weight
7915,7916,F,Ship,3,1,213,2,low,M,6,4747,0,High Weight
7916,7917,A,Ship,3,3,230,3,low,M,4,4018,1,Intermediate Weight
7917,7918,B,Ship,3,3,264,3,low,M,3,4970,0,High Weight
7918,7919,C,Ship,5,1,182,2,low,M,6,4121,1,Intermediate Weight
7919,7920,F,Road,5,1,223,3,medium,F,4,4905,1,High Weight
7920,7921,D,Road,4,1,261,2,medium,F,9,4158,0,Intermediate Weight
7921,7922,F,Road,4,2,248,2,low,F,10,5783,0,High Weight
7922,7923,A,Road,4,5,169,4,low,M,5,5347,0,High Weight
7923,7924,B,Road,3,4,188,6,medium,F,6,4031,1,Intermediate Weight
7924,7925,C,Road,3,4,142,4,medium,M,5,4429,0,Intermediate Weight
7925,7926,F,Road,4,1,208,2,low,F,5,5707,1,High Weight
7926,7927,D,Road,4,5,239,2,medium,F,1,4247,0,Intermediate Weight
7927,7928,F,Road,5,5,218,5,low,M,5,4303,1,Intermediate Weight
7928,7929,A,Road,4,1,137,3,medium,F,3,4962,1,High Weight
7929,7930,B,Road,4,4,97,6,low,M,4,5801,0,High Weight
7930,7931,C,Road,3,1,242,10,high,M,9,5151,1,High Weight
7931,7932,F,Road,4,3,153,7,medium,F,4,4499,1,Intermediate Weight
7932,7933,D,Road,3,3,188,5,low,F,6,5713,0,High Weight
7933,7934,F,Road,4,1,272,2,low,F,8,5328,1,High Weight
7934,7935,A,Road,2,2,165,3,medium,F,10,4080,1,Intermediate Weight
7935,7936,B,Road,4,4,218,2,medium,F,3,5692,1,High Weight
7936,7937,C,Road,4,3,153,4,low,M,4,5161,0,High Weight
7937,7938,F,Road,6,1,250,2,medium,M,4,4016,0,Intermediate Weight
7938,7939,D,Road,4,1,204,8,low,F,7,5359,0,High Weight
7939,7940,F,Road,4,1,154,10,high,M,10,5674,1,High Weight
7940,7941,A,Road,4,2,233,7,medium,F,5,5361,0,High Weight
7941,7942,B,Flight,4,3,225,8,low,M,8,4718,1,High Weight
7942,7943,C,Flight,4,4,269,10,high,F,3,4488,0,Intermediate Weight
7943,7944,F,Flight,4,5,173,4,low,M,7,4978,1,High Weight
7944,7945,D,Flight,4,1,145,3,low,M,8,5127,0,High Weight
7945,7946,F,Flight,4,4,242,2,medium,M,6,5866,0,High Weight
7946,7947,A,Flight,3,5,255,7,medium,M,8,4091,1,Intermediate Weight
7947,7948,B,Flight,4,1,254,7,low,M,5,4104,1,Intermediate Weight
7948,7949,C,Flight,4,3,150,3,high,F,2,4383,0,Intermediate Weight
7949,7950,F,Flight,4,2,201,8,medium,F,6,5128,0,High Weight
7950,7951,D,Flight,5,2,262,5,low,M,5,1751,0,Medium Weight
7951,7952,F,Flight,6,4,306,4,low,F,8,1465,0,Below Medium
7952,7953,A,Flight,6,5,276,4,low,M,9,1319,0,Below Medium
7953,7954,B,Flight,3,2,183,5,low,M,3,1336,1,Below Medium
7954,7955,C,Flight,5,1,239,5,low,F,7,1859,1,Medium Weight
7955,7956,F,Flight,7,3,285,4,low,M,10,1935,1,Medium Weight
7956,7957,D,Flight,5,5,229,6,low,F,6,1857,0,Medium Weight
7957,7958,F,Flight,7,5,308,5,medium,M,6,1154,0,Below Medium
7958,7959,A,Flight,6,2,293,4,low,F,7,1477,0,Below Medium
7959,7960,B,Flight,6,4,247,4,low,M,7,1831,0,Medium Weight
7960,7961,C,Flight,6,1,260,5,low,F,3,1434,0,Below Medium
7961,7962,F,Flight,7,1,308,4,medium,M,5,1705,0,Medium Weight
7962,7963,D,Flight,5,3,274,6,medium,M,7,1293,0,Below Medium
7963,7964,F,Ship,5,1,236,6,low,M,4,1123,1,Below Medium
7964,7965,A,Ship,7,1,291,4,medium,F,1,1796,0,Medium Weight
7965,7966,B,Ship,5,4,223,3,medium,M,7,5738,0,High Weight
7966,7967,C,Ship,4,4,261,2,medium,M,8,5006,1,High Weight
7967,7968,F,Ship,4,1,248,2,low,F,6,5621,0,High Weight
7968,7969,D,Ship,4,5,169,4,low,F,6,4213,0,Intermediate Weight
7969,7970,F,Ship,3,2,188,6,medium,F,1,4856,0,High Weight
7970,7971,A,Ship,3,1,142,4,medium,M,7,4780,0,High Weight
7971,7972,B,Ship,4,1,208,2,low,M,6,5266,0,High Weight
7972,7973,C,Ship,4,3,239,2,medium,F,7,5384,0,High Weight
7973,7974,F,Ship,5,3,218,5,low,F,9,4435,1,Intermediate Weight
7974,7975,D,Ship,4,5,137,3,medium,M,1,4861,0,High Weight
7975,7976,F,Ship,4,3,97,6,low,F,4,4375,0,Intermediate Weight
7976,7977,A,Ship,3,4,242,10,high,M,5,4127,0,Intermediate Weight
7977,7978,B,Ship,4,1,153,7,medium,F,4,5761,1,High Weight
7978,7979,C,Ship,3,4,188,5,low,F,3,4835,1,High Weight
7979,7980,F,Ship,4,4,272,2,low,M,7,4042,1,Intermediate Weight
7980,7981,D,Ship,2,4,165,3,medium,M,7,5856,0,High Weight
7981,7982,F,Ship,4,4,218,2,medium,M,3,5039,0,High Weight
7982,7983,A,Ship,4,4,153,4,low,M,5,5162,0,High Weight
7983,7984,B,Ship,6,3,250,2,medium,F,1,4747,0,High Weight
7984,7985,C,Ship,4,2,204,8,low,F,1,4038,1,Intermediate Weight
7985,7986,F,Ship,4,3,154,10,high,M,7,5317,0,High Weight
7986,7987,D,Ship,4,1,233,7,medium,M,7,4272,1,Intermediate Weight
7987,7988,F,Ship,4,2,225,8,low,F,8,5623,0,High Weight
7988,7989,A,Ship,4,2,269,10,high,M,2,5616,1,High Weight
7989,7990,B,Ship,4,1,173,4,low,F,1,5789,0,High Weight
7990,7991,C,Ship,4,3,145,3,low,F,5,5802,1,High Weight
7991,7992,F,Ship,4,5,242,2,medium,F,2,4806,1,High Weight
7992,7993,D,Ship,3,2,255,7,medium,M,2,5282,0,High Weight
7993,7994,F,Ship,4,2,254,7,low,F,6,5121,0,High Weight
7994,7995,A,Ship,4,5,150,3,high,F,10,5767,1,High Weight
7995,7996,B,Ship,4,1,201,8,medium,M,4,4295,0,Intermediate Weight
7996,7997,C,Ship,5,3,262,5,low,F,8,1493,1,Below Medium
7997,7998,F,Ship,6,1,306,4,low,F,4,1449,1,Below Medium
7998,7999,D,Ship,6,4,276,4,low,F,2,1120,1,Below Medium
7999,8000,F,Ship,3,2,183,5,low,F,2,1158,1,Below Medium
8000,8001,A,Ship,5,2,239,5,low,M,1,1518,1,Medium Weight
8001,8002,B,Ship,7,2,285,4,low,M,2,1491,1,Below Medium
8002,8003,C,Ship,5,4,229,6,low,F,9,1733,0,Medium Weight
8003,8004,F,Ship,7,3,308,5,medium,M,10,1152,1,Below Medium
8004,8005,D,Ship,6,4,293,4,low,F,8,1145,1,Below Medium
8005,8006,F,Ship,6,3,247,4,low,F,6,1537,0,Medium Weight
8006,8007,A,Ship,6,3,260,5,low,M,8,1324,1,Below Medium
8007,8008,B,Ship,7,1,308,4,medium,M,7,1841,1,Medium Weight
8008,8009,C,Ship,6,2,282,4,low,M,1,1857,1,Medium Weight
8009,8010,F,Ship,6,4,268,4,medium,F,3,1586,0,Medium Weight
8010,8011,D,Ship,5,3,238,5,high,M,7,1848,0,Medium Weight
8011,8012,F,Ship,5,3,254,6,low,M,7,1064,0,Below Medium
8012,8013,A,Ship,5,3,252,5,low,M,3,1474,0,Below Medium
8013,8014,B,Ship,6,4,254,4,low,M,9,1594,0,Medium Weight
8014,8015,C,Ship,4,1,263,5,low,M,8,1426,1,Below Medium
8015,8016,F,Ship,5,4,256,5,low,M,6,1551,0,Medium Weight
8016,8017,D,Ship,6,5,264,4,medium,M,8,1755,0,Medium Weight
8017,8018,F,Ship,4,5,237,5,low,M,2,1357,1,Below Medium
8018,8019,A,Ship,4,1,226,5,medium,M,6,1510,1,Medium Weight
8019,8020,B,Ship,7,5,289,4,low,M,3,1656,1,Medium Weight
8020,8021,C,Ship,7,4,281,4,low,M,9,1970,0,Medium Weight
8021,8022,F,Ship,5,1,258,5,low,F,4,1032,0,Below Medium
8022,8023,D,Ship,6,2,263,4,low,F,8,1635,0,Medium Weight
8023,8024,F,Ship,5,3,245,5,low,F,2,1937,0,Medium Weight
8024,8025,A,Ship,7,3,296,4,medium,M,8,1826,1,Medium Weight
8025,8026,B,Ship,7,3,286,4,low,F,5,1866,1,Medium Weight
8026,8027,C,Ship,6,3,252,2,low,M,1,1756,0,Medium Weight
8027,8028,F,Ship,6,5,301,4,low,F,7,1393,1,Below Medium
8028,8029,D,Ship,7,1,290,4,low,M,4,1488,0,Below Medium
8029,8030,F,Ship,7,1,247,4,medium,M,6,1297,1,Below Medium
8030,8031,A,Ship,5,5,238,6,low,F,3,1965,1,Medium Weight
8031,8032,B,Ship,5,2,263,5,medium,F,10,1059,0,Below Medium
8032,8033,C,Ship,5,2,263,4,low,M,3,1740,1,Medium Weight
8033,8034,F,Ship,5,2,248,5,low,F,3,1046,1,Below Medium
8034,8035,D,Ship,7,2,289,5,low,M,1,1178,0,Below Medium
8035,8036,F,Ship,4,4,256,5,high,M,1,1927,1,Medium Weight
8036,8037,A,Ship,6,2,287,4,low,F,7,1837,1,Medium Weight
8037,8038,B,Ship,4,2,250,5,medium,M,10,1026,1,Below Medium
8038,8039,C,Ship,7,3,301,4,medium,M,1,1966,1,Medium Weight
8039,8040,F,Ship,4,1,245,5,low,F,3,1537,0,Medium Weight
8040,8041,D,Ship,4,5,226,5,medium,M,8,1133,0,Below Medium
8041,8042,F,Ship,6,2,272,5,low,M,8,1045,0,Below Medium
8042,8043,A,Ship,3,3,307,5,low,F,3,1578,1,Medium Weight
8043,8044,B,Ship,6,1,138,3,low,M,6,1604,0,Medium Weight
8044,8045,C,Ship,5,1,248,5,low,F,8,1810,0,Medium Weight
8045,8046,F,Ship,5,1,307,4,low,M,8,1511,1,Medium Weight
8046,8047,D,Ship,6,2,256,4,low,F,6,1507,0,Medium Weight
8047,8048,F,Ship,6,5,301,5,low,M,8,1443,0,Below Medium
8048,8049,A,Ship,7,3,245,4,medium,F,10,1610,1,Medium Weight
8049,8050,B,Ship,2,2,168,2,medium,F,2,1227,1,Below Medium
8050,8051,C,Ship,6,1,295,4,low,M,10,1600,0,Medium Weight
8051,8052,F,Ship,6,4,299,4,low,M,9,1527,0,Medium Weight
8052,8053,D,Ship,6,4,253,4,medium,M,9,1488,0,Below Medium
8053,8054,F,Ship,7,4,269,4,medium,M,5,1073,0,Below Medium
8054,8055,A,Ship,5,1,267,5,medium,F,10,1818,0,Medium Weight
8055,8056,B,Ship,3,5,212,3,medium,M,7,4411,1,Intermediate Weight
8056,8057,C,Road,5,3,258,3,medium,F,1,5719,0,High Weight
8057,8058,F,Road,4,3,136,3,low,M,6,4911,1,High Weight
8058,8059,D,Road,3,1,101,2,medium,F,1,5560,0,High Weight
8059,8060,F,Road,5,2,191,4,low,F,3,5578,0,High Weight
8060,8061,A,Road,5,5,186,4,low,M,3,4287,0,Intermediate Weight
8061,8062,B,Road,4,4,104,5,low,F,7,5590,0,High Weight
8062,8063,C,Road,4,3,201,4,medium,F,3,4797,0,High Weight
8063,8064,F,Road,3,2,235,2,medium,F,10,4172,0,Intermediate Weight
8064,8065,D,Road,4,4,271,6,high,M,3,5204,0,High Weight
8065,8066,F,Road,2,3,133,4,low,F,5,5989,1,High Weight
8066,8067,A,Road,3,1,256,4,low,M,6,4814,1,High Weight
8067,8068,B,Road,3,1,225,2,low,F,2,4438,1,Intermediate Weight
8068,8069,C,Road,5,3,202,3,low,M,4,4134,1,Intermediate Weight
8069,8070,F,Road,4,4,214,3,medium,F,1,4717,0,High Weight
8070,8071,D,Road,6,3,217,6,medium,M,3,4209,0,Intermediate Weight
8071,8072,F,Road,4,1,241,2,low,M,3,5672,0,High Weight
8072,8073,A,Road,2,3,263,3,low,M,10,5997,0,High Weight
8073,8074,B,Road,4,2,273,2,low,F,9,4221,0,Intermediate Weight
8074,8075,C,Road,4,4,199,3,low,F,9,5016,0,High Weight
8075,8076,F,Road,4,1,198,4,medium,F,9,5382,0,High Weight
8076,8077,D,Road,2,4,101,6,low,F,6,5080,1,High Weight
8077,8078,F,Road,4,4,155,4,low,F,10,5483,1,High Weight
8078,8079,A,Flight,2,1,155,2,low,M,2,5661,1,High Weight
8079,8080,B,Flight,4,3,117,3,medium,F,4,4666,0,High Weight
8080,8081,C,Flight,3,2,262,2,low,M,5,5747,1,High Weight
8081,8082,F,Flight,5,4,142,3,low,F,8,5468,1,High Weight
8082,8083,D,Flight,4,4,115,3,medium,M,7,4609,0,High Weight
8083,8084,F,Flight,4,4,175,3,low,F,6,4600,1,High Weight
8084,8085,A,Flight,2,5,239,2,low,F,9,5363,1,High Weight
8085,8086,B,Flight,4,1,171,2,low,M,3,4271,0,Intermediate Weight
8086,8087,C,Flight,4,4,174,3,low,M,8,4348,0,Intermediate Weight
8087,8088,F,Flight,4,1,164,3,high,F,1,5492,0,High Weight
8088,8089,D,Flight,3,2,262,2,medium,M,4,5738,0,High Weight
8089,8090,F,Flight,3,5,262,2,medium,F,7,4422,1,Intermediate Weight
8090,8091,A,Flight,3,1,245,3,low,F,4,5449,0,High Weight
8091,8092,B,Flight,3,4,184,3,low,F,2,4875,0,High Weight
8092,8093,C,Flight,5,1,231,2,low,M,10,4892,1,High Weight
8093,8094,F,Flight,5,1,226,4,high,F,2,5600,0,High Weight
8094,8095,D,Flight,4,1,211,3,medium,F,2,5851,0,High Weight
8095,8096,F,Flight,4,2,266,5,medium,M,3,4578,0,High Weight
8096,8097,A,Flight,4,2,216,3,low,M,4,4309,1,Intermediate Weight
8097,8098,B,Flight,4,3,153,3,low,M,5,5743,1,High Weight
8098,8099,C,Flight,2,2,242,3,high,M,9,4717,0,High Weight
8099,8100,F,Flight,5,1,282,5,low,M,6,5182,1,High Weight
8100,8101,D,Ship,4,1,165,3,medium,F,10,4574,0,High Weight
8101,8102,F,Ship,3,1,146,3,medium,M,9,4944,1,High Weight
8102,8103,A,Ship,5,3,113,3,medium,F,5,4743,0,High Weight
8103,8104,B,Ship,3,2,161,3,medium,F,1,5757,0,High Weight
8104,8105,C,Ship,2,2,219,2,medium,M,8,4518,0,High Weight
8105,8106,F,Ship,4,2,237,2,low,F,1,5261,0,High Weight
8106,8107,D,Ship,4,3,246,3,low,M,5,4384,0,Intermediate Weight
8107,8108,F,Ship,3,4,229,6,medium,F,3,5471,0,High Weight
8108,8109,A,Ship,3,3,195,3,low,M,1,4224,0,Intermediate Weight
8109,8110,B,Ship,4,3,160,2,low,M,5,4522,1,High Weight
8110,8111,C,Ship,3,5,144,2,medium,M,6,5983,0,High Weight
8111,8112,F,Ship,3,3,217,4,medium,F,3,5602,0,High Weight
8112,8113,D,Ship,3,4,240,3,high,F,6,4412,0,Intermediate Weight
8113,8114,F,Ship,3,2,210,3,medium,M,8,4011,0,Intermediate Weight
8114,8115,A,Ship,4,2,249,3,low,F,9,5459,1,High Weight
